TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,LAT,LON,NEIGHBOURHOOD
Other Theft,2016,6,26,13.0,2.0,49.25668204185058,-123.08988011908899,Mount Pleasant
Theft from Vehicle,2016,5,20,22.0,0.0,49.28131322981905,-123.09526932142828,Strathcona
Theft from Vehicle,2016,5,20,23.0,30.0,49.28131322981905,-123.09526932142828,Strathcona
Theft from Vehicle,2016,7,20,21.0,0.0,49.28131322981905,-123.09526932142828,Strathcona
Theft from Vehicle,2016,7,24,9.0,53.0,49.28131322981905,-123.09526932142828,Strathcona
Theft from Vehicle,2016,7,30,18.0,0.0,49.28131322981905,-123.09526932142828,Strathcona
Theft from Vehicle,2016,8,4,9.0,2.0,49.28131322981905,-123.09526932142828,Strathcona
Theft from Vehicle,2016,8,9,1.0,0.0,49.28131322981905,-123.09526932142828,Strathcona
Theft from Vehicle,2016,8,23,8.0,42.0,49.28131322981905,-123.09526932142828,Strathcona
Theft from Vehicle,2016,8,23,19.0,30.0,49.28131322981905,-123.09526932142828,Strathcona
Theft from Vehicle,2016,12,18,10.0,1.0,49.28131322981905,-123.09526932142828,Strathcona
Theft from Vehicle,2016,8,24,8.0,7.0,49.28122903192238,-123.09516383792732,Strathcona
Other Theft,2016,10,10,17.0,45.0,49.28444030352078,-123.11895685455767,Central Business District
Theft from Vehicle,2016,8,10,7.0,35.0,49.2812112765121,-123.09421852474632,Strathcona
Theft from Vehicle,2016,12,8,17.0,0.0,49.207628688965826,-123.09825145181158,Sunset
Theft from Vehicle,2016,11,23,20.0,30.0,49.2802563818364,-123.09538374176313,Strathcona
Theft from Vehicle,2016,2,15,20.0,0.0,49.28025587457951,-123.0953444179373,Strathcona
Theft from Vehicle,2016,9,11,22.0,15.0,49.28025587457951,-123.0953444179373,Strathcona
Theft from Vehicle,2016,12,22,19.0,0.0,49.28025587457951,-123.0953444179373,Strathcona
Theft from Vehicle,2016,9,8,14.0,0.0,49.28024967967933,-123.09489301826001,Strathcona
Theft from Vehicle,2016,11,30,20.0,45.0,49.280246034326936,-123.09462160117701,Strathcona
Theft from Vehicle,2016,9,2,0.0,0.0,49.28032579158815,-123.09443833854802,Strathcona
Theft from Vehicle,2016,5,10,18.0,0.0,49.28032384082358,-123.09429369254238,Strathcona
Theft from Vehicle,2016,9,8,17.0,0.0,49.280239581761435,-123.09415177720552,Strathcona
Theft from Vehicle,2016,9,8,11.0,0.0,49.28023737711243,-123.09398705708736,Strathcona
Theft from Vehicle,2016,9,8,18.0,30.0,49.28023534096735,-123.09383608654525,Strathcona
Theft from Vehicle,2016,10,18,19.0,9.0,49.28031339617343,-123.09353155096461,Strathcona
Theft from Vehicle,2016,12,10,0.0,0.0,49.28031339617343,-123.09353155096461,Strathcona
Other Theft,2016,11,21,13.0,45.0,49.28354641817413,-123.11642989924258,Central Business District
Other Theft,2016,9,8,15.0,30.0,49.28139486263078,-123.11968664336567,Central Business District
Theft from Vehicle,2016,3,15,21.0,0.0,49.27153971323266,-123.10879235954029,Mount Pleasant
Theft from Vehicle,2016,3,31,6.0,21.0,49.27153971323266,-123.10879235954029,Mount Pleasant
Theft from Vehicle,2016,7,29,22.0,47.0,49.28126846070891,-123.0973950498595,Strathcona
Other Theft,2016,3,25,18.0,50.0,49.28354641817413,-123.11642989924258,Central Business District
Theft from Vehicle,2016,5,28,9.0,0.0,49.28516295591474,-123.11416100405934,Central Business District
Theft from Vehicle,2016,8,9,20.0,58.0,49.28525060476335,-123.11385112953833,Central Business District
Theft from Vehicle,2016,11,7,7.0,22.0,49.266855909878544,-123.09557439945115,Strathcona
Theft from Vehicle,2016,2,24,18.0,0.0,49.28271053215793,-123.10996587621402,Central Business District
Theft from Vehicle,2016,3,7,19.0,0.0,49.28271053215793,-123.10996587621402,Central Business District
Theft from Vehicle,2016,4,2,20.0,0.0,49.28271053215793,-123.10996587621402,Central Business District
Theft from Vehicle,2016,4,13,22.0,40.0,49.28271053215793,-123.10996587621402,Central Business District
Theft from Vehicle,2016,4,27,19.0,39.0,49.28271053215793,-123.10996587621402,Central Business District
Theft from Vehicle,2016,5,7,22.0,30.0,49.28271053215793,-123.10996587621402,Central Business District
Theft from Vehicle,2016,5,18,21.0,45.0,49.28271053215793,-123.10996587621402,Central Business District
Theft from Vehicle,2016,5,13,15.0,21.0,49.28273323292344,-123.10993127685043,Central Business District
Theft from Vehicle,2016,11,8,23.0,0.0,49.28104406265027,-123.08710203244296,Strathcona
Theft from Vehicle,2016,5,12,21.0,0.0,49.280854238013916,-123.08960697873304,Strathcona
Theft from Vehicle,2016,3,19,6.0,45.0,49.28111529398756,-123.08947036934791,Strathcona
Theft from Vehicle,2016,9,6,20.0,0.0,49.28111529398756,-123.08947036934791,Strathcona
Theft from Vehicle,2016,10,22,21.0,30.0,49.281147407792275,-123.08946905249476,Strathcona
Theft from Vehicle,2016,3,5,20.0,0.0,49.27655583630536,-123.12198793479952,Central Business District
Theft from Vehicle,2016,3,5,7.0,58.0,49.276294578348505,-123.12176787005237,Central Business District
Other Theft,2016,7,9,16.0,30.0,49.283538672146335,-123.11661839571933,Central Business District
Other Theft,2016,12,3,18.0,33.0,49.28351930300402,-123.11664763787542,Central Business District
Other Theft,2016,11,26,19.0,28.0,49.28351930300402,-123.11664763787542,Central Business District
Other Theft,2016,11,26,17.0,51.0,49.28351930300402,-123.11664763787542,Central Business District
Other Theft,2016,11,4,14.0,17.0,49.28351930300402,-123.11664763787542,Central Business District
Other Theft,2016,10,7,14.0,30.0,49.28351930300402,-123.11664763787542,Central Business District
Other Theft,2016,7,23,15.0,30.0,49.28351930300402,-123.11664763787542,Central Business District
Other Theft,2016,7,8,18.0,19.0,49.28351930300402,-123.11664763787542,Central Business District
Other Theft,2016,6,11,17.0,6.0,49.28351930300402,-123.11664763787542,Central Business District
Theft from Vehicle,2016,1,4,17.0,36.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,2,5,17.0,14.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,2,22,10.0,36.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,2,27,20.0,0.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,2,28,9.0,24.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,1,6,15.0,25.0,49.28335131463745,-123.11094232132109,Central Business District
Theft from Vehicle,2016,1,30,20.0,40.0,49.28335131463745,-123.11094232132109,Central Business District
Theft from Vehicle,2016,3,19,14.0,45.0,49.28335131463745,-123.11094232132109,Central Business District
Theft from Vehicle,2016,3,25,23.0,25.0,49.28335131463745,-123.11094232132109,Central Business District
Theft from Vehicle,2016,7,5,15.0,39.0,49.28335131463745,-123.11094232132109,Central Business District
Theft from Vehicle,2016,11,3,12.0,30.0,49.28335131463745,-123.11094232132109,Central Business District
Other Theft,2016,6,5,18.0,50.0,49.28351930300402,-123.11664763787542,Central Business District
Other Theft,2016,4,3,18.0,54.0,49.28351930300402,-123.11664763787542,Central Business District
Theft from Vehicle,2016,3,6,0.0,57.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,3,13,1.0,12.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,3,16,2.0,55.0,49.27792839327855,-123.1231078438867,Central Business District
Other Theft,2016,3,17,21.0,1.0,49.28351930300402,-123.11664763787542,Central Business District
Other Theft,2016,3,17,8.0,47.0,49.28351930300402,-123.11664763787542,Central Business District
Theft from Vehicle,2016,3,18,6.0,30.0,49.27792839327855,-123.1231078438867,Central Business District
Other Theft,2016,3,14,17.0,4.0,49.28351930300402,-123.11664763787542,Central Business District
Other Theft,2016,3,8,17.0,38.0,49.28351930300402,-123.11664763787542,Central Business District
Theft from Vehicle,2016,4,30,15.0,30.0,49.26944440008891,-123.09575315204593,Strathcona
Theft from Vehicle,2016,6,18,18.0,30.0,49.27152064706222,-123.10773243775995,Mount Pleasant
Theft from Vehicle,2016,4,9,16.0,0.0,49.26946513259922,-123.09537420809914,Strathcona
Theft from Vehicle,2016,9,15,0.0,0.0,49.26946020941363,-123.09534491910262,Strathcona
Theft from Vehicle,2016,6,10,16.0,0.0,49.26944597612331,-123.09526117705342,Strathcona
Theft from Vehicle,2016,9,9,15.0,0.0,49.26944597612331,-123.09526117705342,Strathcona
Theft from Vehicle,2016,2,17,11.0,30.0,49.26941410838534,-123.09507279228663,Strathcona
Theft from Vehicle,2016,3,1,19.0,0.0,49.271503456782945,-123.10677355994093,Mount Pleasant
Theft from Vehicle,2016,9,27,11.0,25.0,49.28074438135554,-123.09338799750451,Strathcona
Other Theft,2016,2,13,12.0,18.0,49.28351930300402,-123.11664763787542,Central Business District
Other Theft,2016,1,9,14.0,50.0,49.28351930300402,-123.11664763787542,Central Business District
Theft from Vehicle,2016,3,19,17.0,50.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,3,19,18.0,30.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,3,15,0.0,0.0,49.28118795092066,-123.09336656089113,Strathcona
Theft from Vehicle,2016,3,27,13.0,30.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,4,2,17.0,50.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,4,9,1.0,48.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,1,29,17.0,3.0,49.27935951310565,-123.09533444058555,Strathcona
Theft from Vehicle,2016,9,8,20.0,30.0,49.2794417343724,-123.09532799953945,Strathcona
Theft from Vehicle,2016,4,16,18.0,13.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,9,9,1.0,0.0,49.27942664987244,-123.0945281901556,Strathcona
Theft from Vehicle,2016,9,8,0.0,0.0,49.27942544193362,-123.0944653548416,Strathcona
Theft from Vehicle,2016,9,8,20.0,0.0,49.27942544193362,-123.0944653548416,Strathcona
Theft from Vehicle,2016,5,12,8.0,14.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,6,10,4.0,54.0,49.27933580972037,-123.09407361236867,Strathcona
Theft from Vehicle,2016,4,29,19.0,0.0,49.279335548036194,-123.09406357510717,Strathcona
Theft from Vehicle,2016,8,5,6.0,16.0,49.271503456782945,-123.10677355994093,Mount Pleasant
Theft from Vehicle,2016,9,7,18.0,0.0,49.27941388630615,-123.09385432662185,Strathcona
Theft from Vehicle,2016,5,28,1.0,1.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,5,31,6.0,55.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,6,26,0.0,0.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,7,20,14.0,0.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,8,26,14.0,0.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,9,10,14.0,30.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,11,6,15.0,0.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,11,13,11.0,1.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,12,11,19.0,0.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,8,30,23.0,0.0,49.28105449584065,-123.02577969999301,Hastings-Sunrise
Theft from Vehicle,2016,5,27,10.0,0.0,49.27124724556394,-123.0682003328582,Grandview-Woodland
Theft from Vehicle,2016,12,17,6.0,38.0,49.27792839327855,-123.1231078438867,Central Business District
Theft from Vehicle,2016,9,3,9.0,30.0,49.28129876248135,-123.09962487203177,Strathcona
Theft from Vehicle,2016,11,17,11.0,30.0,49.28129876248135,-123.09962487203177,Strathcona
Theft from Vehicle,2016,1,26,22.0,26.0,49.27124917453683,-123.0691921630106,Grandview-Woodland
Other Theft,2016,4,29,15.0,53.0,49.2857137919513,-123.1143715624261,Central Business District
Theft from Vehicle,2016,3,20,20.0,30.0,49.2685918878991,-123.11779267393426,Fairview
Theft from Vehicle,2016,11,12,17.0,0.0,49.288783790329106,-123.05448720370174,Hastings-Sunrise
Theft from Vehicle,2016,7,9,14.0,30.0,49.27802659745909,-123.12296070300269,Central Business District
Theft from Vehicle,2016,11,13,19.0,0.0,49.277832816560874,-123.12093849322548,Central Business District
Theft from Vehicle,2016,7,26,8.0,37.0,49.273234843961454,-123.12680477201765,Central Business District
Theft from Vehicle,2016,7,22,20.0,0.0,49.273098818843614,-123.12641056434448,Central Business District
Theft from Vehicle,2016,2,4,11.0,0.0,49.26968184902069,-123.0813478928779,Strathcona
Theft from Vehicle,2016,7,30,18.0,29.0,49.269483304973335,-123.05795323217546,Grandview-Woodland
Theft from Vehicle,2016,7,24,11.0,45.0,49.28213100803456,-123.06919322430173,Grandview-Woodland
Theft from Vehicle,2016,1,16,21.0,45.0,49.27300522916294,-123.12595267976968,Central Business District
Theft from Vehicle,2016,6,11,16.0,30.0,49.27814453226604,-123.12278405090218,Central Business District
Theft from Vehicle,2016,7,18,17.0,0.0,49.27814453226604,-123.12278405090218,Central Business District
Theft from Vehicle,2016,6,10,20.0,0.0,49.283068039152326,-123.09523255187243,Strathcona
Theft from Vehicle,2016,7,5,15.0,30.0,49.283068039152326,-123.09523255187243,Strathcona
Theft from Vehicle,2016,8,13,0.0,30.0,49.27814453226604,-123.12278405090218,Central Business District
Theft from Vehicle,2016,11,9,13.0,0.0,49.27814453226604,-123.12278405090218,Central Business District
Theft from Vehicle,2016,11,13,17.0,17.0,49.27814669461071,-123.12278075659091,Central Business District
Theft from Vehicle,2016,5,21,23.0,57.0,49.28117953443818,-123.09140517825628,Strathcona
Theft from Vehicle,2016,9,19,14.0,0.0,49.28483086543206,-123.09341785308044,Strathcona
Theft from Vehicle,2016,4,27,22.0,0.0,49.2806891415949,-123.0825286428081,Strathcona
Theft from Vehicle,2016,3,10,20.0,30.0,49.28072314431043,-123.08252732461048,Strathcona
Theft from Vehicle,2016,1,20,2.0,0.0,49.28094218225363,-123.08239377059262,Strathcona
Theft from Vehicle,2016,12,29,13.0,0.0,49.28373158822906,-123.1124749483679,Central Business District
Theft from Vehicle,2016,1,1,1.0,0.0,49.283986158899104,-123.11191162816405,Central Business District
Theft from Vehicle,2016,7,15,5.0,45.0,49.283986158899104,-123.11191162816405,Central Business District
Theft from Vehicle,2016,12,7,9.0,0.0,49.27998998131683,-123.11777444561987,Central Business District
Theft from Vehicle,2016,2,16,0.0,0.0,49.28222054258872,-123.0698864766005,Grandview-Woodland
Theft from Vehicle,2016,4,2,17.0,0.0,49.280048539784886,-123.1176863152568,Central Business District
Theft from Vehicle,2016,5,27,17.0,0.0,49.2821423189894,-123.07027465957952,Grandview-Woodland
Theft from Vehicle,2016,3,11,15.0,0.0,49.27972136187362,-123.1171780574507,Central Business District
Theft from Vehicle,2016,12,9,20.0,0.0,49.27971363830525,-123.11716593994568,Central Business District
Theft from Vehicle,2016,7,22,11.0,30.0,49.279475818607516,-123.11697563992308,Central Business District
Theft from Vehicle,2016,7,30,17.0,30.0,49.279475818607516,-123.11697563992308,Central Business District
Theft from Vehicle,2016,8,19,10.0,0.0,49.21078608130022,-123.09788027168555,Sunset
Theft from Vehicle,2016,4,22,12.0,30.0,49.21079152266382,-123.09782810852766,Sunset
Theft from Vehicle,2016,7,23,18.0,0.0,49.21096535738191,-123.09529855771248,Sunset
Theft from Vehicle,2016,9,16,11.0,30.0,49.28409576123081,-123.11380364469456,Central Business District
Theft from Vehicle,2016,1,8,19.0,0.0,49.28405863999455,-123.11368296908384,Central Business District
Theft from Vehicle,2016,3,28,8.0,0.0,49.284082422502756,-123.1136471354417,Central Business District
Other Theft,2016,9,21,15.0,0.0,49.2833340778914,-123.11675101425901,Central Business District
Theft from Vehicle,2016,1,3,15.0,30.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,1,13,5.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,1,13,18.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,1,21,10.0,4.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,1,22,20.0,30.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,1,23,8.0,15.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,1,23,16.0,13.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,1,31,12.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,2,19,22.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,2,22,20.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,2,23,6.0,55.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,2,28,7.0,20.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,2,28,9.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,3,4,8.0,50.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,3,5,9.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,3,9,20.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,3,12,9.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,3,12,13.0,42.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,3,12,16.0,20.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,3,19,4.0,35.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,3,27,11.0,19.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,3,28,9.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,4,3,12.0,27.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,4,3,22.0,45.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,4,13,9.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,5,5,7.0,50.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,5,17,17.0,30.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,5,22,23.0,15.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,5,30,16.0,39.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,6,4,21.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,8,15,21.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,8,17,0.0,1.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,8,21,20.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,9,5,12.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,9,10,10.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,9,17,17.0,0.0,49.28441304189905,-123.11332476076437,Central Business District
Theft from Vehicle,2016,8,2,15.0,19.0,49.28442150988386,-123.11331199229198,Central Business District
Theft from Vehicle,2016,1,28,16.0,0.0,49.28447231789757,-123.11323524386195,Central Business District
Theft from Vehicle,2016,2,16,18.0,0.0,49.28447231789757,-123.11323524386195,Central Business District
Theft from Vehicle,2016,3,11,18.0,0.0,49.28447231789757,-123.11323524386195,Central Business District
Theft from Vehicle,2016,8,17,11.0,30.0,49.28447231789757,-123.11323524386195,Central Business District
Theft from Vehicle,2016,12,6,20.0,0.0,49.28448393875684,-123.11321780743363,Central Business District
Other Theft,2016,4,17,11.0,47.0,49.2867489120868,-123.12592044207383,West End
Theft from Vehicle,2016,7,6,8.0,17.0,49.27931919452208,-123.06906101249501,Grandview-Woodland
Theft from Vehicle,2016,2,8,20.0,0.0,49.28437898296254,-123.11319955411875,Central Business District
Theft from Vehicle,2016,2,11,17.0,0.0,49.28437898296254,-123.11319955411875,Central Business District
Theft from Vehicle,2016,4,6,5.0,57.0,49.28437898296254,-123.11319955411875,Central Business District
Theft from Vehicle,2016,4,20,14.0,30.0,49.28437898296254,-123.11319955411875,Central Business District
Theft from Vehicle,2016,12,8,19.0,30.0,49.28437898296254,-123.11319955411875,Central Business District
Theft from Vehicle,2016,10,6,16.0,18.0,49.284388712140675,-123.11318486346478,Central Business District
Theft from Vehicle,2016,12,3,16.0,10.0,49.284388712140675,-123.11318486346478,Central Business District
Theft from Vehicle,2016,4,4,7.0,0.0,49.28460428504317,-123.1128593335324,Central Business District
Theft from Vehicle,2016,4,13,8.0,30.0,49.28460428504317,-123.1128593335324,Central Business District
Theft from Vehicle,2016,5,18,9.0,0.0,49.28460428504317,-123.1128593335324,Central Business District
Theft from Vehicle,2016,6,11,21.0,0.0,49.28460428504317,-123.1128593335324,Central Business District
Theft from Vehicle,2016,9,12,18.0,30.0,49.28460428504317,-123.1128593335324,Central Business District
Theft from Vehicle,2016,10,2,3.0,0.0,49.28460428504317,-123.1128593335324,Central Business District
Theft from Vehicle,2016,10,17,20.0,0.0,49.28462581528377,-123.11282679407192,Central Business District
Theft from Vehicle,2016,10,28,14.0,7.0,49.28462581528377,-123.11282679407192,Central Business District
Theft from Vehicle,2016,12,12,12.0,0.0,49.28462581528377,-123.11282679407192,Central Business District
Theft from Vehicle,2016,6,30,21.0,7.0,49.27151595815532,-123.10045623634146,Mount Pleasant
Theft from Vehicle,2016,2,3,1.0,30.0,49.296956182310986,-123.13461015908965,Stanley Park
Theft from Vehicle,2016,3,5,18.0,0.0,49.296956182310986,-123.13461015908965,Stanley Park
Theft from Vehicle,2016,3,26,9.0,41.0,49.296956182310986,-123.13461015908965,Stanley Park
Theft from Vehicle,2016,9,29,0.0,0.0,49.296956182310986,-123.13461015908965,Stanley Park
Theft from Vehicle,2016,4,17,10.0,19.0,49.27830301637997,-123.12237047077808,Central Business District
