TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,LAT,LON,NEIGHBOURHOOD
Mischief,2009,4,26,1.0,6.0,49.28386320664237,-123.08926826214426,Strathcona
Theft from Vehicle,2009,1,16,23.0,0.0,49.27834494774789,-123.08960023287146,Strathcona
Other Theft,2009,3,13,16.0,19.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,3,13,20.0,5.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,3,15,12.0,39.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,3,16,14.0,15.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,3,17,14.0,39.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,3,19,15.0,2.0,49.28276101526348,-123.11761824539828,Central Business District
Theft from Vehicle,2009,12,20,10.0,6.0,49.25728212531405,-123.09371354394771,Mount Pleasant
Theft of Bicycle,2009,10,28,0.0,0.0,49.28224603582941,-123.09953066917144,Strathcona
Other Theft,2009,3,21,15.0,3.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,3,21,17.0,40.0,49.28276101526348,-123.11761824539828,Central Business District
Mischief,2009,11,28,1.0,4.0,49.27600388489312,-123.12781919124805,Central Business District
Other Theft,2009,3,22,16.0,55.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,3,23,17.0,30.0,49.28276101526348,-123.11761824539828,Central Business District
Mischief,2009,5,9,18.0,55.0,49.26375031584835,-123.15110481161496,Kitsilano
Theft of Bicycle,2009,6,20,21.0,0.0,49.27859525293973,-123.09869097094371,Strathcona
Break and Enter Residential/Other,2009,5,19,23.0,41.0,49.250384499562095,-123.13428177627469,Shaughnessy
Theft of Bicycle,2009,6,20,23.0,0.0,49.27859525293973,-123.09869097094371,Strathcona
Other Theft,2009,3,25,15.0,23.0,49.28276101526348,-123.11761824539828,Central Business District
Theft of Bicycle,2009,8,23,2.0,0.0,49.27850888133873,-123.09839547519717,Strathcona
Mischief,2009,11,2,11.0,28.0,49.26375031584835,-123.15110481161496,Kitsilano
Mischief,2009,9,30,16.0,7.0,49.263743154372165,-123.15066496052515,Kitsilano
Break and Enter Residential/Other,2009,12,24,17.0,52.0,49.24909177100131,-123.02530604193998,Renfrew-Collingwood
Mischief,2009,7,12,21.0,0.0,49.274264037863254,-123.13094996975192,Central Business District
Theft from Vehicle,2009,10,30,5.0,30.0,49.255869155886586,-123.11511422101687,Riley Park
Mischief,2009,10,14,1.0,8.0,49.27600388489312,-123.12781919124805,Central Business District
Mischief,2009,9,30,10.0,55.0,49.27600388489312,-123.12781919124805,Central Business District
Other Theft,2009,3,25,18.0,14.0,49.28276101526348,-123.11761824539828,Central Business District
Theft from Vehicle,2009,2,1,13.0,45.0,49.28236921263779,-123.11454670011888,Central Business District
Mischief,2009,3,5,5.0,54.0,49.27600388489312,-123.12781919124805,Central Business District
Break and Enter Residential/Other,2009,12,25,10.0,45.0,49.24915073797394,-123.07340945919876,Kensington-Cedar Cottage
Mischief,2009,4,22,23.0,0.0,49.278353418786004,-123.11288686589828,Central Business District
Break and Enter Residential/Other,2009,8,31,12.0,45.0,49.25039839149036,-123.14603871432497,Shaughnessy
Break and Enter Residential/Other,2009,10,10,8.0,0.0,49.25002827475604,-123.06586043811055,Kensington-Cedar Cottage
Theft from Vehicle,2009,3,31,12.0,30.0,49.256913291351346,-123.11505343252279,Fairview
Other Theft,2009,3,27,14.0,0.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,2,12.0,23.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,2,15.0,35.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,6,16.0,43.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,6,18.0,37.0,49.28276101526348,-123.11761824539828,Central Business District
Theft from Vehicle,2009,9,22,9.0,31.0,49.2826198846799,-123.11475174183471,Central Business District
Theft of Bicycle,2009,1,17,9.0,0.0,49.28695348211344,-123.11339218801773,Central Business District
Other Theft,2009,4,7,15.0,14.0,49.28276101526348,-123.11761824539828,Central Business District
Theft from Vehicle,2009,4,29,9.0,0.0,49.274829758052114,-123.12592116871838,Central Business District
Break and Enter Residential/Other,2009,12,22,20.0,0.0,49.25020656686878,-123.18949445270987,Dunbar-Southlands
Theft of Bicycle,2009,8,4,13.0,20.0,49.27943902017619,-123.0996120515864,Strathcona
Theft from Vehicle,2009,3,10,22.0,0.0,49.2668503770028,-123.07336671191824,Grandview-Woodland
Other Theft,2009,4,8,12.0,10.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,8,17.0,19.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,9,14.0,19.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,9,19.0,52.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,10,14.0,40.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,12,13.0,51.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,12,16.0,12.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,13,13.0,0.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,13,13.0,20.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,15,15.0,21.0,49.28276101526348,-123.11761824539828,Central Business District
Mischief,2009,12,26,6.0,54.0,49.2759202643271,-123.12795040647703,Central Business District
Theft of Bicycle,2009,12,23,23.0,0.0,49.283149473407654,-123.09947019971587,Strathcona
Mischief,2009,1,22,20.0,31.0,49.28493564070857,-123.06350552219513,Grandview-Woodland
Other Theft,2009,4,17,19.0,14.0,49.28276101526348,-123.11761824539828,Central Business District
Theft from Vehicle,2009,4,27,0.0,0.0,49.239524341501856,-123.18818460609876,Dunbar-Southlands
Other Theft,2009,4,19,15.0,28.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,21,17.0,46.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,23,14.0,33.0,49.28276101526348,-123.11761824539828,Central Business District
Theft from Vehicle,2009,2,27,1.0,0.0,49.27589217399182,-123.12434834824033,Central Business District
Theft of Bicycle,2009,10,3,18.0,10.0,49.2828761511311,-123.09147280147897,Strathcona
Theft of Bicycle,2009,6,8,19.0,30.0,49.26220088499326,-123.11003835956028,Mount Pleasant
Break and Enter Residential/Other,2009,9,28,23.0,0.0,49.23755643004666,-123.18929837601041,Dunbar-Southlands
Other Theft,2009,4,23,21.0,28.0,49.28276101526348,-123.11761824539828,Central Business District
Break and Enter Residential/Other,2009,9,30,1.0,0.0,49.237560889920154,-123.19030685563142,Dunbar-Southlands
Other Theft,2009,4,24,10.0,55.0,49.28276101526348,-123.11761824539828,Central Business District
Theft from Vehicle,2009,6,25,17.0,0.0,49.27629638225382,-123.12496486898705,Central Business District
Theft of Bicycle,2009,8,16,22.0,30.0,49.2603020584589,-123.10987842163478,Mount Pleasant
Break and Enter Residential/Other,2009,7,15,17.0,0.0,49.238549600216686,-123.18989852416743,Dunbar-Southlands
Break and Enter Residential/Other,2009,12,8,19.0,0.0,49.240450234636654,-123.18999071356447,Dunbar-Southlands
Theft of Bicycle,2009,4,10,4.0,0.0,49.255711936002044,-123.11011380968627,Riley Park
Other Theft,2009,4,24,18.0,1.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,27,12.0,8.0,49.28276101526348,-123.11761824539828,Central Business District
Mischief,2009,3,13,17.0,0.0,49.269002823280196,-123.0237384448294,Hastings-Sunrise
Other Theft,2009,4,29,15.0,47.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,4,30,12.0,52.0,49.28276101526348,-123.11761824539828,Central Business District
Mischief,2009,1,24,1.0,49.0,49.24042981158557,-123.10140979584418,Riley Park
Other Theft,2009,5,1,17.0,43.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,5,3,17.0,31.0,49.28276101526348,-123.11761824539828,Central Business District
Break and Enter Residential/Other,2009,11,24,18.0,0.0,49.24139965755572,-123.18967768407963,Dunbar-Southlands
Break and Enter Residential/Other,2009,11,6,11.0,54.0,49.242363357175016,-123.18910517257648,Dunbar-Southlands
Break and Enter Residential/Other,2009,8,13,14.0,0.0,49.24527962622494,-123.18942750970031,Dunbar-Southlands
Other Theft,2009,4,17,8.0,14.0,49.28118708384654,-123.1160616327871,Central Business District
Theft from Vehicle,2009,6,23,9.0,26.0,49.277389437549274,-123.12574771770204,Central Business District
Break and Enter Residential/Other,2009,8,30,0.0,30.0,49.270483533592426,-123.18831415797585,West Point Grey
Theft of Bicycle,2009,7,24,18.0,0.0,49.263169987170656,-123.1099874606129,Mount Pleasant
Theft of Bicycle,2009,8,20,15.0,0.0,49.2630853773773,-123.10985601280943,Mount Pleasant
Mischief,2009,11,6,8.0,28.0,49.284002461335085,-123.09663688084024,Strathcona
Other Theft,2009,5,4,15.0,0.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,5,6,13.0,52.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,5,7,16.0,26.0,49.28276101526348,-123.11761824539828,Central Business District
Theft from Vehicle,2009,2,3,1.0,6.0,49.273038484553325,-123.12589475107097,Central Business District
Mischief,2009,8,17,7.0,57.0,49.26898573241065,-123.02373843662953,Hastings-Sunrise
Theft from Vehicle,2009,10,23,16.0,30.0,49.27962505612083,-123.07050825428814,Grandview-Woodland
Break and Enter Residential/Other,2009,9,30,13.0,22.0,49.2461404123805,-123.18973706229215,Dunbar-Southlands
Break and Enter Residential/Other,2009,2,14,16.0,0.0,49.248133740976975,-123.18941781803888,Dunbar-Southlands
Theft from Vehicle,2009,2,20,21.0,30.0,49.273038484553325,-123.12589475107097,Central Business District
Theft from Vehicle,2009,9,29,17.0,0.0,49.28038295248154,-123.10221215475359,Central Business District
Theft from Vehicle,2009,6,21,17.0,3.0,49.28038295248154,-123.10221215475359,Central Business District
Theft from Vehicle,2009,3,30,11.0,0.0,49.28038295248154,-123.10221215475359,Central Business District
Theft from Vehicle,2009,2,9,4.0,22.0,49.28038295248154,-123.10221215475359,Central Business District
Theft from Vehicle,2009,2,2,12.0,56.0,49.28038295248154,-123.10221215475359,Central Business District
Theft from Vehicle,2009,1,4,22.0,0.0,49.2646053358883,-123.14186095176854,Fairview
Theft from Vehicle,2009,1,5,16.0,0.0,49.2646053358883,-123.14186095176854,Fairview
Theft from Vehicle,2009,1,5,16.0,30.0,49.2646053358883,-123.14186095176854,Fairview
Break and Enter Residential/Other,2009,7,9,1.0,0.0,49.2520060507329,-123.19059543127722,Dunbar-Southlands
Mischief,2009,8,27,4.0,18.0,49.28333511680628,-123.11289933736477,Central Business District
Break and Enter Residential/Other,2009,11,22,0.0,45.0,49.252918578073015,-123.19018215985449,Dunbar-Southlands
Theft of Bicycle,2009,4,15,10.0,0.0,49.28181584167474,-123.11056309795713,Central Business District
Theft of Bicycle,2009,4,29,6.0,10.0,49.28181584167474,-123.11056309795713,Central Business District
Theft of Bicycle,2009,5,2,7.0,40.0,49.28181584167474,-123.11056309795713,Central Business District
Theft of Bicycle,2009,5,14,9.0,0.0,49.28181584167474,-123.11056309795713,Central Business District
Theft from Vehicle,2009,1,24,12.0,0.0,49.27650873874059,-123.13428394099006,West End
Theft of Bicycle,2009,5,21,7.0,20.0,49.28181584167474,-123.11056309795713,Central Business District
Theft of Bicycle,2009,8,31,8.0,0.0,49.28181584167474,-123.11056309795713,Central Business District
Theft of Bicycle,2009,9,11,6.0,30.0,49.28181584167474,-123.11056309795713,Central Business District
Mischief,2009,3,12,0.0,15.0,49.27372394069256,-123.06337413749617,Grandview-Woodland
Theft from Vehicle,2009,3,1,0.0,0.0,49.273038484553325,-123.12589475107097,Central Business District
Mischief,2009,3,19,12.0,30.0,49.235327425389194,-123.0654259028586,Kensington-Cedar Cottage
Mischief,2009,2,15,3.0,15.0,49.273720577670396,-123.06228011276302,Grandview-Woodland
Theft from Vehicle,2009,1,5,17.0,30.0,49.263449490555644,-123.12673695082337,Fairview
Theft of Bicycle,2009,9,21,13.0,0.0,49.28181584167474,-123.11056309795713,Central Business District
Theft from Vehicle,2009,3,4,22.0,0.0,49.273038484553325,-123.12589475107097,Central Business District
Theft from Vehicle,2009,9,11,9.0,30.0,49.273038484553325,-123.12589475107097,Central Business District
Other Theft,2009,5,8,18.0,46.0,49.28276101526348,-123.11761824539828,Central Business District
Other Theft,2009,5,8,20.0,51.0,49.28276101526348,-123.11761824539828,Central Business District
Theft from Vehicle,2009,1,5,19.0,30.0,49.2646053358883,-123.14186095176854,Fairview
Theft from Vehicle,2009,1,5,21.0,0.0,49.2646053358883,-123.14186095176854,Fairview
Break and Enter Residential/Other,2009,6,20,20.0,0.0,49.27132518557285,-123.18866268054445,West Point Grey
Theft from Vehicle,2009,1,6,3.0,0.0,49.2646053358883,-123.14186095176854,Fairview
Mischief,2009,12,6,11.0,50.0,49.26641619034305,-123.07363121692386,Grandview-Woodland
Theft from Vehicle,2009,1,8,7.0,0.0,49.26039839410631,-123.11505644879094,Fairview
